StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Subject,Mood2_1,RavenInstTimeDelay_First Click,RavenInstTimeDelay_Last Click,RavenInstTimeDelay_Page Submit,RavenInstTimeDelay_Click Count,RavenRespD1,RavenRespD2,RavenRespD3,RavenRespD4,RavenRespD5,RavenRespD6,RavenRespD7,RavenRespD8,RavenRespD9,RavenRespD10,RavenRespD11,RavenRespD12,RavenRespE1,RavenRespE2,RavenRespE3,RavenRespE4,RavenRespE5,RavenRespE6,RavenRespE7,RavenRespE8,RavenRespE9,RavenRespE10,RavenRespE11,RavenRespE12,RavenTimeCutoff_First Click,RavenTimeCutoff_Last Click,RavenTimeCutoff_Page Submit,RavenTimeCutoff_Click Count,Subject - Topics
10/3/2017 10:55,10/3/2017 11:04,IP Address,128.206.28.32,100,554,TRUE,10/3/2017 11:04,R_OAUeihjAGDrX57j,,,,,38.95170593,-92.33409882,anonymous,EN,26,8,13.908,80.211,87.047,2,3,4,3,7,8,6,5,4,1,2,8,7,7,6,3,3,8,4,3,1,1,4,7,1,3.227,453.678,454.955,28,
10/3/2017 11:00,10/3/2017 11:09,IP Address,128.206.28.1,100,511,TRUE,10/3/2017 11:09,R_2OGzspwReQo45K2,,,,,38.95170593,-92.33409882,anonymous,EN,27,-6,10.62,60.507,62.847,4,3,4,3,7,8,6,5,4,4,2,2,3,6,6,8,1,1,5,1,6,7,6,3,3,4.406,434.241,435.727,35,
10/3/2017 12:53,10/3/2017 13:01,IP Address,128.206.28.32,100,457,TRUE,10/3/2017 13:01,R_3lRG2rWPWTiHf7P,,,,,38.95170593,-92.33409882,anonymous,EN,28,9,5.814,5.814,37.891,1,3,4,3,7,8,6,5,4,1,2,4,7,7,4,4,2,1,5,3,1,7,2,1,7,3.772,392.36,395.925,29,
10/3/2017 13:03,10/3/2017 13:15,IP Address,128.206.28.1,100,694,TRUE,10/3/2017 13:15,R_2TuBRtdWXtw6pg7,,,,,38.95170593,-92.33409882,anonymous,EN,29,6,3.803,52.379,64.11,7,3,4,3,7,8,6,5,4,1,2,2,7,7,6,8,2,1,6,4,6,1,5,,,2.199,559.896,600.01,48,
10/3/2017 14:51,10/3/2017 14:57,IP Address,128.206.28.32,100,364,TRUE,10/3/2017 14:57,R_3IW5F8LRzSkXYV0,,,,,38.95170593,-92.33409882,anonymous,EN,30,6,10.484,11.211,56.351,2,3,4,3,7,8,6,5,4,1,2,5,7,7,3,8,4,7,7,5,1,2,7,5,5,4.115,294.104,296.104,31,
10/3/2017 16:46,10/3/2017 16:54,IP Address,128.206.28.32,100,471,TRUE,10/3/2017 16:54,R_2CQc7AAV3SAK36w,,,,,38.95170593,-92.33409882,anonymous,EN,31,7,14.955,68.005,71.4,8,3,4,3,7,8,6,5,5,1,2,5,6,4,6,1,3,7,4,4,5,5,5,3,8,11.251,386.919,387.715,26,
10/3/2017 16:48,10/3/2017 16:56,IP Address,128.206.28.1,100,458,TRUE,10/3/2017 16:56,R_1lgUBAgQ0QozH49,,,,,38.95170593,-92.33409882,anonymous,EN,32,4,8.422,52.581,55.505,3,3,4,3,7,8,6,5,4,1,2,8,8,7,6,8,2,4,5,1,6,4,3,4,3,2.365,390.843,391.809,30,
10/4/2017 10:54,10/4/2017 11:03,IP Address,128.206.28.32,100,560,TRUE,10/4/2017 11:03,R_UiquM7fGPHXryiR,,,,,38.95170593,-92.33409882,anonymous,EN,33,7,3.595,38.378,39.254,4,3,4,3,7,8,6,5,4,1,2,2,5,7,6,8,2,1,5,1,6,3,6,8,5,6.318,499.443,500.602,36,
10/4/2017 11:02,10/4/2017 11:07,IP Address,128.206.28.1,100,310,TRUE,10/4/2017 11:07,R_3EcY8gsRWaahxPO,,,,,38.95170593,-92.33409882,anonymous,EN,34,,26.931,26.931,27.463,1,2,2,3,6,2,2,3,2,6,3,3,,2,7,1,7,2,1,3,5,7,4,8,8,16.533,264.497,264.983,34,
10/4/2017 12:51,10/4/2017 13:02,IP Address,128.206.28.32,100,677,TRUE,10/4/2017 13:02,R_26mczprXyvRpssx,,,,,38.95170593,-92.33409882,anonymous,EN,35,-8,3.175,67.837,68.617,6,3,4,3,7,8,6,5,4,1,2,5,2,7,6,8,2,1,5,1,6,3,2,7,,16.955,567.855,600.006,37,
10/4/2017 12:53,10/4/2017 13:03,IP Address,128.206.28.1,100,596,TRUE,10/4/2017 13:03,R_3dLfjogZY6rSvz0,,,,,38.95170593,-92.33409882,anonymous,EN,36,9,4.583,27.478,34.954,3,3,4,3,7,8,6,5,4,1,2,5,6,7,6,8,1,1,5,1,6,4,2,1,5,2.303,541.924,542.25,35,
10/4/2017 14:45,10/4/2017 14:57,IP Address,128.206.28.32,100,681,TRUE,10/4/2017 14:57,R_2dilp32p2Mt6Caa,,,,,38.95170593,-92.33409882,anonymous,EN,37,,0,0,133.246,0,3,4,3,5,8,6,8,4,1,2,8,7,7,6,8,3,7,5,1,6,3,5,7,8,3.927,535.037,537.371,29,
10/4/2017 14:51,10/4/2017 15:03,IP Address,128.206.28.1,100,689,TRUE,10/4/2017 15:03,R_2aDIsWUH0B9Ck7y,,,,,38.95170593,-92.33409882,anonymous,EN,38,6,21.339,67.562,79.494,6,3,4,3,7,8,6,8,4,1,2,6,8,3,6,2,2,7,6,1,6,3,4,5,,5.428,588.674,600.006,30,
10/4/2017 16:43,10/4/2017 16:53,IP Address,128.206.28.32,100,633,TRUE,10/4/2017 16:53,R_3PsMwR9AaWNEA0e,,,,,38.95170593,-92.33409882,anonymous,EN,39,-6,14.254,16.142,22.681,5,3,4,3,7,8,6,5,4,1,2,5,6,6,6,8,6,2,4,3,,,,,,6.045,577.364,600.005,84,
10/4/2017 16:54,10/4/2017 17:03,IP Address,128.206.28.1,100,507,TRUE,10/4/2017 17:03,R_8GiLrIhVpfi9N7z,,,,,38.95170593,-92.33409882,anonymous,EN,40,8,15.956,15.956,78.409,1,3,4,3,7,8,6,5,4,1,7,5,7,7,3,6,6,7,7,3,1,1,4,7,5,5.492,414.637,415.627,28,
10/4/2017 18:56,10/4/2017 19:05,IP Address,128.206.28.1,100,540,TRUE,10/4/2017 19:05,R_Yajg8DLfkclLTaN,,,,,38.95170593,-92.33409882,anonymous,EN,42,4,9.086,38.829,70.984,6,3,4,3,2,8,6,4,5,2,7,6,7,7,6,8,2,1,5,1,6,5,4,3,3,2.055,455.257,456.368,30,
10/4/2017 18:55,10/4/2017 19:08,IP Address,128.206.28.32,100,744,TRUE,10/4/2017 19:08,R_29h0XNk1u5pUNXK,,,,,38.95170593,-92.33409882,anonymous,EN,41,6,8.607,128.021,132.169,3,3,4,3,7,8,6,5,4,2,2,5,5,7,6,8,2,1,4,3,6,7,2,,,2.665,582.519,600.01,30,
10/5/2017 14:24,10/5/2017 14:32,IP Address,128.206.28.1,100,487,TRUE,10/5/2017 14:32,R_3m1TNA9DWTNqh7m,,,,,38.95170593,-92.33409882,anonymous,EN,43,-2,16.858,16.858,46.98,1,3,4,3,7,8,3,2,4,1,2,5,7,7,6,8,2,1,3,1,1,7,5,3,2,7.336,429.702,430.644,29,
10/5/2017 16:20,10/5/2017 16:23,IP Address,128.206.28.32,100,208,TRUE,10/5/2017 16:23,R_1M6AyktdCh0NUaa,,,,,38.95170593,-92.33409882,anonymous,EN,44,-8,8.025,8.025,27.948,1,3,4,3,7,2,1,4,4,6,7,4,6,7,3,7,6,5,3,2,1,5,6,6,6,12.615,171.791,172.405,30,
10/5/2017 16:32,10/5/2017 16:40,IP Address,128.206.28.1,100,503,TRUE,10/5/2017 16:40,R_2P53BWXfEL9Djum,,,,,38.95170593,-92.33409882,anonymous,EN,45,7,8.652,8.652,45.295,1,3,4,3,7,8,6,5,5,1,2,7,7,7,1,8,2,1,5,5,6,3,2,7,1,2.078,443.361,444.846,27,
10/6/2017 12:48,10/6/2017 12:56,IP Address,128.206.28.32,100,495,TRUE,10/6/2017 12:56,R_1Q5jSgh0GeryfxJ,,,,,38.95170593,-92.33409882,anonymous,EN,46,5,22.63,87.646,88.706,3,3,4,3,7,8,6,5,4,1,2,5,7,7,6,8,4,1,2,5,1,5,7,6,2,2.764,396.199,397.716,36,
10/7/2017 12:46,10/7/2017 12:53,IP Address,128.206.28.32,100,413,TRUE,10/7/2017 12:53,R_1mwKqjsgsppcfRx,,,,,38.95170593,-92.33409882,anonymous,EN,47,8,2.805,25.236,26.328,4,3,4,3,7,8,6,5,4,1,2,5,2,7,6,8,2,1,5,4,7,2,7,7,1,5.389,368.466,369.536,24,
10/7/2017 12:48,10/7/2017 12:55,IP Address,128.206.28.1,100,415,TRUE,10/7/2017 12:55,R_3knCSTMhVhqNu6r,,,,,38.95170593,-92.33409882,anonymous,EN,48,2,18.509,48.511,51.075,2,3,4,3,7,8,6,5,4,1,2,8,7,7,6,8,3,1,5,1,7,2,6,6,1,3.382,347.937,349.983,33,
10/7/2017 12:50,10/7/2017 12:59,IP Address,128.206.28.182,100,545,TRUE,10/7/2017 12:59,R_9RYOCOqPCqUBWdH,,,,,38.95170593,-92.33409882,anonymous,EN,49,6,4.478,22.693,24.468,3,3,4,3,7,8,6,5,4,1,2,5,2,7,6,6,2,1,4,8,5,1,5,3,2,2.93,492.225,492.981,42,
10/9/2017 10:22,10/9/2017 10:29,IP Address,128.206.28.32,100,421,TRUE,10/9/2017 10:29,R_3fHGA0KipvLJ419,,,,,38.95170593,-92.33409882,anonymous,EN,50,7,7.989,34.315,44.384,5,3,4,3,7,8,6,5,4,1,2,5,3,7,6,8,2,1,5,1,8,3,6,6,6,4.259,367.51,368.284,33,
10/9/2017 10:26,10/9/2017 10:36,IP Address,128.206.28.1,100,574,TRUE,10/9/2017 10:36,R_2zvTmaZFqmfnhV7,,,,,38.95170593,-92.33409882,anonymous,EN,51,,43.893,45.762,52.342,4,3,3,3,7,8,6,5,4,3,4,3,5,7,3,8,3,6,7,5,8,4,1,3,5,3.093,514.746,515.055,49,
10/9/2017 12:47,10/9/2017 12:56,IP Address,128.206.28.32,100,543,TRUE,10/9/2017 12:56,R_2Qn75aD5icmDbFq,,,,,38.95170593,-92.33409882,anonymous,EN,52,-2,3.954,17.674,18.934,3,3,4,4,7,8,6,2,2,2,2,5,6,7,6,2,6,4,6,5,7,4,1,7,1,17.283,507.604,509.137,36,
10/9/2017 12:49,10/9/2017 12:59,IP Address,128.206.28.1,100,593,TRUE,10/9/2017 12:59,R_3MmTPzU23TqUs3j,,,,,38.95170593,-92.33409882,anonymous,EN,53,8,7.396,68.806,76.209,5,3,4,3,7,8,6,5,4,1,2,2,7,7,6,8,2,1,5,1,6,3,6,6,7,1.917,498.538,500.423,26,
10/9/2017 12:53,10/9/2017 13:01,IP Address,128.206.28.182,100,483,TRUE,10/9/2017 13:01,R_ZrTJRpfJpgSgpX3,,,,,38.95170593,-92.33409882,anonymous,EN,54,6,10.096,10.936,42.131,2,3,4,3,7,8,6,5,4,1,2,5,7,7,6,2,8,1,8,1,6,3,3,5,7,9.77,428.802,429.519,25,
10/9/2017 14:54,10/9/2017 15:05,IP Address,128.206.28.32,100,655,TRUE,10/9/2017 15:05,R_3VI9bp6k6WaG3jr,,,,,38.95170593,-92.33409882,anonymous,EN,55,6,19.151,19.151,47.37,1,3,4,3,7,8,6,5,2,1,2,5,6,3,6,8,2,1,5,1,6,3,6,1,,6.283,574.241,600.016,24,
10/9/2017 16:49,10/9/2017 16:58,IP Address,128.206.28.32,100,535,TRUE,10/9/2017 16:58,R_1hW5EEbrGH61P7j,,,,,38.95170593,-92.33409882,anonymous,EN,56,0,14.633,74.49,75.814,2,3,4,3,7,8,6,5,4,1,2,6,3,3,6,8,5,1,5,1,7,5,6,1,6,2.436,446.674,447.535,29,
10/9/2017 16:53,10/9/2017 17:03,IP Address,128.206.28.1,100,599,TRUE,10/9/2017 17:03,R_RQtZpEq0wrDNrup,,,,,38.95170593,-92.33409882,anonymous,EN,57,9,6.52,6.52,27.451,1,3,4,3,7,8,6,5,4,1,2,5,7,7,6,8,2,1,5,3,6,4,8,2,1,2.292,561.113,563.142,38,
10/10/2017 10:55,10/10/2017 11:02,IP Address,128.206.28.32,100,436,TRUE,10/10/2017 11:02,R_2DTsSo9vS2vm6tW,,,,,38.95170593,-92.33409882,anonymous,EN,58,-4,3.411,81.586,86.079,3,3,4,3,7,8,6,5,4,1,5,5,6,4,6,2,5,4,6,8,7,8,6,2,3,13.321,329.125,330.379,32,
10/10/2017 11:03,10/10/2017 11:14,IP Address,128.206.28.1,100,664,TRUE,10/10/2017 11:14,R_4N6mDPULhohVwjL,,,,,38.95170593,-92.33409882,anonymous,EN,59,2,5.155,5.155,43.585,1,3,4,3,2,8,6,5,4,1,2,2,4,7,3,8,8,1,5,1,6,1,7,,,1.833,562.39,600.006,26,
10/10/2017 12:53,10/10/2017 13:01,IP Address,128.206.28.32,100,489,TRUE,10/10/2017 13:01,R_vUDDjHo5c2j9qrT,,,,,38.95170593,-92.33409882,anonymous,EN,60,8,4.737,4.737,59.807,1,3,4,3,7,8,6,2,2,1,2,6,7,7,6,8,2,1,5,5,2,3,2,1,7,4.309,404.045,405.354,32,
10/10/2017 12:57,10/10/2017 13:07,IP Address,128.206.28.1,100,573,TRUE,10/10/2017 13:07,R_Tc4Ahpl5EGnLIid,,,,,38.95170593,-92.33409882,anonymous,EN,61,8,6.653,46.515,46.838,3,3,4,3,7,8,6,3,4,1,2,7,7,7,6,8,2,1,5,1,6,7,1,3,5,2.078,498.154,500.655,31,
10/10/2017 13:05,10/10/2017 13:12,IP Address,128.206.28.182,100,410,TRUE,10/10/2017 13:12,R_3QVGqD4HwTU7Mlu,,,,,38.95170593,-92.33409882,anonymous,EN,62,6,5.585,24.096,26.352,2,3,4,3,7,8,6,5,4,1,2,3,8,7,6,2,2,1,5,1,6,3,6,3,8,2.787,362.023,362.841,30,
10/10/2017 14:45,10/10/2017 14:49,IP Address,128.206.28.32,100,224,TRUE,10/10/2017 14:49,R_0fe8vNZjwx0tEKl,,,,,38.95170593,-92.33409882,anonymous,EN,63,-3,10.688,10.688,15.852,1,3,4,3,7,4,6,4,5,1,2,4,5,7,3,8,5,7,2,5,3,6,2,7,1,5.011,194.46,196.803,29,
10/10/2017 14:46,10/10/2017 14:56,IP Address,128.206.28.1,100,607,TRUE,10/10/2017 14:56,R_8hTaBDRHxztJ4XL,,,,,38.95170593,-92.33409882,anonymous,EN,64,5,18.211,39.128,39.927,4,3,4,3,7,8,6,2,3,1,2,2,7,8,1,8,8,5,5,3,5,7,6,7,6,2.966,555.64,556.446,32,
10/10/2017 15:04,10/10/2017 15:12,IP Address,128.206.28.182,100,458,TRUE,10/10/2017 15:12,R_2YE5aN26gzDWCfM,,,,,38.95170593,-92.33409882,anonymous,EN,65,8,8.335,8.335,46.793,1,3,4,3,7,8,6,5,5,1,7,3,5,4,3,8,2,1,5,1,6,8,4,2,5,4.402,400.685,403.456,32,
10/10/2017 16:51,10/10/2017 16:59,IP Address,128.206.28.1,100,478,TRUE,10/10/2017 16:59,R_BXmF65QivkfPp5v,,,,,38.95170593,-92.33409882,anonymous,EN,67,-4,6.329,6.329,32.955,1,3,4,4,7,8,6,5,2,8,2,7,4,1,6,8,2,1,5,1,8,5,7,2,8,4.059,431.03,432.149,29,
